expected_cut,best_sampled_cut,optimizer,depth,noise_condition,optimizer_evaluations,circuit_executions,total_executed_shots,two_qubit_gates,circuit_depth,simulator_runtime_seconds,optimal_parameters,experiment_id,graph_id,graph_family,num_nodes,num_edges,graph_seed,config_id,shots_per_circuit,exact_optimum,run_seed,schema_version,expected_approximation_ratio,best_sampled_approximation_ratio,run_status,failure_reason
7.546875,12,SPSA,1,N2,0,1,256,14,11,0.1521560729997872,"(2.129270334428175, -0.42572977886659896)",G0002_C03_N2_S1001,G0002,erdos_renyi,10,14,10001,C03,256,12,1001,1.0,0.62890625,1.0,success,
7.669921875,12,SPSA,1,N2,0,1,512,14,11,0.2504028969997307,"(2.1435563196223053, 1.1047915973066402)",G0002_C04_N2_S1000,G0002,erdos_renyi,10,14,10001,C04,512,12,1000,1.0,0.63916015625,1.0,success,
7.662109375,12,SPSA,1,N2,0,1,512,14,11,0.3012668539995502,"(2.0779512579513786, -0.45459497591184067)",G0002_C04_N2_S1001,G0002,erdos_renyi,10,14,10001,C04,512,12,1001,1.0,0.6385091145833334,1.0,success,
7.65234375,12,COBYLA,2,N2,0,1,256,28,17,0.1778822759997638,"(2.1479045668611816, 1.8369944348398068, 1.241232997838984, 0.3177683442744952)",G0002_C05_N2_S1000,G0002,erdos_renyi,10,14,10001,C05,256,12,1000,1.0,0.6376953125,1.0,success,
7.44140625,11,COBYLA,2,N2,0,1,256,28,17,0.1805062240000552,"(3.1977989651486425, -0.7110184269703828, -0.6476273444889455, 0.9600047027780365)",G0002_C05_N2_S1001,G0002,erdos_renyi,10,14,10001,C05,256,12,1001,1.0,0.6201171875,0.9166666666666666,success,
7.599609375,12,COBYLA,2,N2,0,1,512,28,17,0.3126662779995968,"(2.199939824095459, 1.8874794058610551, 1.2396375262495012, 0.31940155372558676)",G0002_C06_N2_S1000,G0002,erdos_renyi,10,14,10001,C06,512,12,1000,1.0,0.63330078125,1.0,success,
7.470703125,12,COBYLA,2,N2,0,1,512,28,17,0.3151415920001454,"(1.9079962124802323, -0.055206398794413476, -0.22609123007081386, 1.3264709377667432)",G0002_C06_N2_S1001,G0002,erdos_renyi,10,14,10001,C06,512,12,1001,1.0,0.62255859375,1.0,success,
7.7578125,12,SPSA,2,N2,0,1,256,28,17,0.1822041080004055,"(1.5419637161047173, 2.4302534053416127, 0.3360268303451895, 0.5777094054767555)",G0002_C07_N2_S1000,G0002,erdos_renyi,10,14,10001,C07,256,12,1000,1.0,0.646484375,1.0,success,
7.53515625,12,SPSA,2,N2,0,1,256,28,17,0.1786266899998736,"(1.7275436794981334, 0.3895594558407159, 0.04806152309490126, 1.0724655529940779)",G0002_C07_N2_S1001,G0002,erdos_renyi,10,14,10001,C07,256,12,1001,1.0,0.6279296875,1.0,success,
7.6796875,12,SPSA,2,N2,0,1,512,28,17,0.3153760790000888,"(2.007588825549478, 1.8842289615828867, 1.1280359966891946, 0.18125010410253645)",G0002_C08_N2_S1000,G0002,erdos_renyi,10,14,10001,C08,512,12,1000,1.0,0.6399739583333334,1.0,success,
